NumberOfDigits,TotalOperations

4,680,6500,8993
4,629,7512,6771
4,684,5932,9664
4,554,9843,5548
4,420,1423,8311
4,554,9116,5677
4,487,4581,7827
4,676,3402,8979
4,613,2702,4389
4,688,4696,2857
4,286,3604,3535
4,349,3030,2405
4,621,2108,4395
3,676,368,9839
4,491,2412,7735
4,621,4699,6937
4,601,3862,8209
4,676,3899,2208
4,558,3298,9162
4,688,8691,6462
4,416,1867,2042
4,625,6580,2840
4,692,6576,9857
4,621,1382,3083
4,617,4522,1797
4,621,9028,2350
4,688,5148,8749
3,404,689,1604
4,688,7878,3161
4,684,6809,8192
3,341,789,171
4,684,1683,7557
4,412,7109,8310
4,684,5970,1178
4,420,5910,8705
4,483,3947,2326
3,420,332,3080
4,700,9696,6989
3,408,528,3232
4,420,4331,3927
4,688,7476,4949
4,680,4535,8777
4,420,9908,2578
4,684,5719,9763
3,483,216,9963
4,558,9242,7269
4,491,9926,2426
4,625,6022,8174
4,684,6916,6469
4,483,4161,4723
4,696,9147,5928
4,609,4543,4457
4,625,2551,9093
4,546,3814,1391
4,621,1227,9172
4,353,1357,1130
4,566,7377,6568
4,696,3891,9294
4,487,7231,8433
4,467,8700,3446
4,412,4101,2167
4,487,9733,6209
4,357,4451,4553
3,550,665,2297
4,487,8024,9426
4,680,6780,289
3,412,197,1380
4,416,6708,4330
4,684,8655,4916
4,491,1816,7842
2,274,35,4130
3,483,161,5562
3,412,869,3348
4,479,2269,7602
4,680,7889,9310
4,601,1090,6531
4,558,8034,6751
4,554,1215,6568
4,416,2032,3147
4,495,9934,5370
4,542,8148,609
4,625,7574,8935
4,337,3511,504
4,680,7581,4238
4,668,3865,155
4,617,8155,3834
4,412,4702,6318
4,692,6969,2297
4,688,9235,3755
4,688,6697,2647
4,558,4238,4878
4,609,8527,380
4,491,4578,2777
4,479,5628,494
4,609,5553,5141
4,660,2283,5700
4,684,5917,9558
4,684,7748,1865
4,554,9367,3113
4,353,8111,3321
4,629,3529,9068
4,491,4419,7260
4,613,2191,394
4,684,3916,6795
4,621,3215,4594
4,688,6874,9443
4,688,5465,4948
4,609,2422,8421
4,680,5482,8807
4,550,6144,7480
3,546,427,8089
3,601,451,4364
4,550,2486,4660
4,684,6698,4572
4,396,5720,25
4,672,9756,671
4,479,5538,237
4,416,6627,1418
4,357,8506,7804
4,621,9323,6630
4,696,9582,4494
4,471,6821,169
3,546,440,9524
4,621,8171,9652
4,554,4957,5487
3,341,142,4904
4,609,6720,4062
4,688,5579,7670
4,613,3940,8321
4,613,9772,4066
4,692,9390,6383
4,668,3306,4755
4,420,2632,4736
4,684,4752,6746
3,676,594,9864
2,664,28,6556
4,353,3060,6017
4,688,6094,5629
4,688,1054,6995
4,499,8963,8427
4,684,7408,7795
4,684,6523,2692
4,684,1829,7445
4,550,5894,357
4,562,4666,5183
4,680,5821,7249
4,680,5133,8476
4,609,1373,8026
4,554,9248,3274
4,562,5854,8254
4,692,6877,8257
3,550,258,8065
4,495,3780,4832
4,688,9945,9699
4,676,7759,661
3,605,785,1294
4,680,5206,6792
4,692,9867,3647
3,479,798,7172
4,680,7592,542
4,554,8813,8452
4,558,8131,6955
4,684,7689,8071
4,684,7591,1495
4,625,3790,8191
4,692,4977,9692
4,471,4702,987
4,621,9841,5114
4,684,4674,2910
4,688,6474,6016
4,487,1007,2588
4,680,2089,2819
3,408,916,7522
4,483,3650,6829
4,487,3408,8271
4,684,8533,1749
4,684,1776,7378
4,684,8656,1846
4,290,1718,1313
4,629,5038,6383
4,357,5445,2531
4,558,5885,1655
4,684,7113,3979
4,676,6141,8795
4,684,9683,9601
4,542,5300,3878
3,546,418,7567
4,424,6415,4924
4,534,9566,53
4,428,3011,3090
4,676,5389,8905
4,617,5762,1149
4,680,9768,4606
4,424,4825,4917
4,546,7416,4064
4,349,1221,5606
4,349,1834,4106
4,625,9685,3588
4,609,7490,836
4,550,4507,4664
4,345,2027,5100
4,491,6061,1931
4,416,7020,1679
4,684,6152,6989
4,617,2663,8436
4,451,6452,3
4,617,4523,5670
4,550,8802,4075
4,558,6713,8461
4,621,3297,1261
4,483,6723,4647
4,617,1472,7055
4,353,3904,9207
4,621,3167,5269
4,617,9981,7306
4,629,6094,8068
3,341,589,723
4,345,1127,242
4,349,2401,1922
4,613,6423,6635
4,696,5779,9157
2,404,39,4354
4,550,1804,6267
4,629,9353,2850
3,412,166,4017
4,495,8046,9040
4,617,8043,2075
4,420,4324,2944
4,617,5436,5088
4,692,8797,4896
3,668,382,6738
4,491,5962,1060
3,282,830,761
4,554,2614,4495
4,554,2693,1260
4,688,8352,5978
4,676,5303,9387
4,562,8529,4981
4,554,8438,3131
4,684,6763,4728
4,625,7139,5599
4,688,9986,9716
4,495,1428,4399
4,558,5284,6346
4,420,6017,1960
4,684,8899,295
4,546,4697,112
4,420,1252,6620
3,400,161,2900
4,692,7392,8710
4,613,5820,9311
4,408,8808,334
3,345,519,2025
4,483,5349,4110
4,688,5067,9979
4,609,6381,366
4,416,7317,7114
4,621,2690,8651
4,353,5106,1720
4,625,7188,6772
4,546,4980,242
3,613,551,3088
4,491,1794,1654
4,554,6111,9871
4,550,3387,4806
4,562,7191,4667
4,349,2762,370
4,609,2226,8618
3,475,262,5829
4,416,8809,2563
4,680,5073,2830
4,684,7202,9659
4,495,7936,3816
4,357,1537,3339
4,621,9641,4600
4,550,4361,7264
4,617,8936,2740
4,554,1131,7742
4,554,4685,3627
4,483,4815,5538
4,688,8959,8340
4,625,6721,7970
4,479,1956,1510
3,278,802,5507
4,625,9496,3393
4,558,7855,7240
4,554,4698,1240
4,700,9695,9985
3,408,519,3660
4,487,5301,8231
4,353,2622,1862
3,345,645,5122
4,621,8386,3824
4,676,4468,3702
4,688,2126,9392
4,558,2457,8056
4,609,9762,882
4,491,4175,2576
3,546,540,7089
4,416,3932,2461
4,621,7762,1522
4,412,5004,6927
4,546,6300,9550
4,605,3862,6277
4,617,3871,7514
4,621,1984,9891
4,613,7331,2836
4,617,3007,8752
3,613,629,9083
4,282,2230,522
4,479,2617,7419
4,499,2191,5094
4,566,3896,9684
4,621,7048,8440
4,416,4151,2519
4,558,6965,8619
4,420,2952,4732
4,664,8948,397
4,664,2889,99
3,408,189,3514
4,491,4459,5189
4,617,4519,6180
2,538,61,6166
4,554,5480,6236
4,676,8102,8329
4,562,2389,7839
4,487,6834,5455
4,684,9927,3728
4,625,4452,4286
4,566,6687,6686
4,491,9913,4427
4,672,9328,690
4,684,6013,8564
4,625,7850,6471
4,684,9575,2811
4,672,8119,7382
4,613,3871,3026
4,416,1534,2924
4,684,3296,8608
4,416,2213,6523
4,416,2201,8126
3,546,916,3882
3,530,701,4689
3,349,165,969
4,684,4826,6548
4,349,2615,6006
4,420,5271,913
4,558,9953,4469
4,672,4758,6027
4,621,5971,7312
3,345,761,395
3,483,121,8426
4,688,6369,8374
4,613,7033,6385
4,621,3889,1319
4,684,2747,8560
4,629,6993,7678
4,357,2440,2462
4,349,2302,1380
4,680,1979,5063
4,546,8431,378
4,680,8437,2116
2,660,19,9134
4,680,3965,8057
4,487,4822,6440
4,475,3684,43
4,676,6946,7207
4,688,5989,4125
4,688,9986,2787
4,688,7979,3334
4,416,2514,7903
4,491,2734,5872
4,617,4770,6125
4,479,1557,6623
4,692,3898,4829
4,495,6159,1259
4,617,3943,2980
4,424,3853,5740
4,554,7826,4869
4,680,2198,6706
4,625,7970,5758
4,680,8238,2415
4,550,3768,5490
4,617,3681,1873
4,424,1257,1182
4,554,1610,9631
4,424,6361,5354
4,617,5952,3550
3,345,673,367
4,621,9199,5361
3,479,739,5519
4,365,2484,1884
4,550,1301,3781
3,420,962,7171
4,428,6361,2122
4,684,3747,2196
4,416,3901,3761
4,349,3208,6909
4,420,5918,8112
4,629,4977,9883
4,609,9015,3355
4,491,2536,9936
4,566,9448,6894
4,609,2711,2576
4,353,6322,2535
4,617,5322,6056
4,566,5678,7838
2,404,47,4524
4,688,7837,6771
4,629,7498,7596
3,601,554,8226
4,491,6741,7362
4,349,9404,4500
4,546,9621,666
3,538,728,5845
4,483,1191,1710
4,700,9939,8878
4,613,2281,9693
4,684,5236,9455
4,625,9542,6552
3,680,760,8939
4,684,9353,4569
4,672,8816,1087
4,652,2179,6400
4,609,5156,3216
4,357,2711,5243
2,337,11,2752
4,345,3106,560
4,463,1954,77
4,680,8600,7499
4,554,9338,1142
4,416,1961,2335
4,613,1407,5995
3,404,371,7307
4,609,4162,7520
4,696,7985,2938
4,629,6760,9469
4,692,5889,7398
4,479,4827,2357
4,554,9828,1323
4,625,9662,1441
4,550,1006,7348
4,483,3070,3689
4,684,9789,948
4,554,8772,2142
4,554,8278,8418
4,483,1048,2935
4,680,3258,8690
4,672,9743,246
4,617,9736,9404
4,416,7108,1749
4,483,1965,4124
4,554,4437,4963
4,471,2870,565
4,688,3444,9589
3,345,614,2018
4,680,1262,8874
4,558,2690,7755
4,680,6905,8368
4,692,2074,8976
4,684,8566,4029
4,412,2339,5205
4,625,9029,8747
3,483,111,9162
4,392,9304,50
4,621,7325,9126
3,345,160,5715
4,420,4253,6512
3,672,228,8543
4,613,8652,4201
4,546,8560,962
4,353,6205,3145
4,621,1129,7376
4,554,3545,9524
4,554,4270,6122
4,487,9725,5001
4,621,8731,4252
3,538,946,599
3,680,983,6886
4,696,8682,2956
4,617,4366,1765
4,684,4438,4796
4,621,2585,9181
3,349,581,4042
4,562,9528,5862
4,546,6838,4806
4,688,8593,6224
4,554,9022,1443
4,696,9394,9077
4,613,7733,6004
4,353,7107,1225
4,530,7099,402
4,668,6999,2400
4,487,6952,5308
4,475,7505,1484
4,487,3057,1948
4,353,6324,1825
4,361,8615,1490
4,483,3266,6920
4,680,3785,7023
4,483,5638,8508
4,629,3785,9568
4,416,5613,2724
4,613,4556,7653
3,408,142,1037
4,625,7771,5709
4,290,1515,1220
4,353,5143,4112
4,416,3135,6525
4,357,2730,4217
4,621,2695,1267
4,609,3144,3469
2,463,46,7420
4,562,9843,4876
4,420,1441,3943
4,562,5598,7155
4,609,6833,2533
3,609,217,6460
4,692,6534,6898
4,688,7612,9075
4,617,6336,8526
4,692,6079,9573
4,558,9449,9036
4,499,9126,8951
4,621,6023,2791
4,416,1210,4944
4,566,8829,4684
3,471,929,6404
3,349,129,4248
4,629,4672,9838
4,629,6696,8974
4,420,4823,8810
4,617,6222,9333
4,546,4570,172
4,290,2130,2220
4,621,2272,7552
4,684,6509,8875
4,416,3461,2815
4,621,8147,4280
4,562,8378,2298
4,558,7970,3922
4,629,6860,8311
4,424,3272,5261
4,621,3394,1861
4,617,5361,5642
4,680,8288,1245
4,345,2333,818
4,676,9512,2855
4,357,5136,4352
3,274,448,54
4,550,8243,5448
4,684,4846,2689
4,684,8809,6792
4,554,4704,8239
4,688,8156,9129
4,680,1641,5886
3,609,885,8145
4,676,7094,4800
4,617,9450,2361
4,625,7294,4451
4,617,7681,8518
4,357,1671,5036
4,684,4467,2967
4,491,6470,1327
4,475,2828,841
4,625,9454,1181
4,420,5631,2026
4,483,1610,4954
4,416,7622,2008
4,617,8405,8745
4,353,4503,4341
4,353,2662,2503
4,692,7779,5994
4,487,2666,2929
4,554,7368,1221
4,349,4250,851
4,680,3814,7296
4,601,1435,4159
4,337,3422,31
4,416,3811,1813
4,680,1717,7798
4,676,6377,8501
4,353,2009,6133
4,684,1158,6846
4,566,5675,9329
4,629,8376,6674
4,558,4714,9871
4,404,2342,56
4,629,8848,4896
4,420,3229,2669
3,676,886,2996
4,617,1480,9913
4,487,3283,1004
4,692,8254,8474
4,554,2881,6192
3,546,854,6463
4,562,7056,5785
4,475,5029,7506
2,412,20,6253
4,680,3448,4770
4,609,5178,69
4,479,7517,1548
4,621,1720,9244
4,621,9243,6198
4,420,2066,5142
4,357,6211,6313
4,617,6296,3130
4,621,5422,8168
4,613,5453,9038
4,692,7989,5857
4,416,6610,1822
4,396,2000,574
4,420,4721,6808
4,672,9398,4456
4,290,1062,1735
4,487,9923,4506
4,684,8103,5897
4,546,3272,1821
4,696,9973,7599
4,566,7596,4773
4,566,6458,8369
4,487,8271,4263
4,491,5090,1628
4,353,1935,2421
4,349,2007,6714
4,680,6932,9976
4,487,4820,4828
4,613,1607,6761
4,479,3675,309
3,546,736,5964
4,554,7730,6758
4,479,1019,8201
4,550,9031,2305
4,487,8252,9608
4,625,7397,3485
3,345,954,2952
4,676,9903,9174
4,621,2791,9341
